timestamp,entity,label,api_rate,etcd_fsync,pod_cpu
1774199858.541,172.18.0.2:2381,0,0.0,0.005183446213748178,0.0
1774199858.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199858.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199858.541,cluster,0,6.704729977476298,0.0,0.0
1774199858.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,7.32199735427513e-05
1774199858.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,6.142741526462578e-05
1774199858.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0016732332656832225
1774199858.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.0029484103709534223
1774199873.541,172.18.0.2:2381,0,0.0,0.005291163762396903,0.0
1774199873.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199873.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199873.541,cluster,0,6.792031149058021,0.0,0.0
1774199873.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,6.044108841212455e-05
1774199873.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,5.0087300069000304e-05
1774199873.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0017122401136173838
1774199873.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.00802939481251816
1774199888.541,172.18.0.2:2381,0,0.0,0.0053215666363984546,0.0
1774199888.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199888.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199888.541,cluster,0,6.653162434952677,0.0,0.0
1774199888.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.00030037854409004316
1774199888.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,6.255600782928364e-05
1774199888.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.001330290970771842
1774199888.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.015481034047862621
1774199903.541,172.18.0.2:2381,0,0.0,0.005434458945971361,0.0
1774199903.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199903.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199903.541,cluster,0,6.635931824531992,0.0,0.0
1774199903.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.0003313760131878432
1774199903.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,7.684726934674894e-05
1774199903.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0016591527170235116
1774199903.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.018981770171611304
1774199918.541,172.18.0.2:2381,0,0.0,0.005352495398802284,0.0
1774199918.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199918.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199918.541,cluster,0,6.619475798737326,0.0,0.0
1774199918.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.0001683288718951389
1774199918.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,6.475244869457221e-05
1774199918.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0016474532592637983
1774199918.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.017128894342387815
1774199933.541,172.18.0.2:2381,0,0.0,0.0047040086474077055,0.0
1774199933.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199933.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199933.541,cluster,0,6.562207044328378,0.0,0.0
1774199933.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,5.312186774012685e-05
1774199933.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,7.866875197297998e-05
1774199933.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0016477650204430813
1774199933.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.00832779904923412
1774199948.541,172.18.0.2:2381,0,0.0,0.00501229116615911,0.0
1774199948.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199948.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199948.541,cluster,0,6.643588936676107,0.0,0.0
1774199948.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,4.6414373320852394e-05
1774199948.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,5.218969369242011e-05
1774199948.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.001605300185827576
1774199948.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.00614784971842584
1774199963.541,172.18.0.2:2381,0,0.0,0.0046865997586254555,0.0
1774199963.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199963.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199963.541,cluster,0,6.748605696102945,0.0,0.0
1774199963.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,5.30042983377696e-05
1774199963.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,6.453606503271192e-05
1774199963.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0015651765418983026
1774199963.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.005156106169285766
1774199978.541,172.18.0.2:2381,0,0.0,0.004799645413870334,0.0
1774199978.541,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774199978.541,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774199978.541,cluster,0,6.868948159541373,0.0,0.0
1774199978.541,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,4.9116742580213664e-05
1774199978.541,frontend-c87c7b7bc-d596k,0,0.0,0.0,5.6648103495203114e-05
1774199978.541,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.001546808996110039
1774199978.541,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.0057606834638828
