timestamp,entity,label,api_rate,etcd_fsync,pod_cpu
1774200659.262,172.18.0.2:2381,0,0.0,0.004890819213882093,0.0
1774200659.262,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200659.262,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200659.262,cluster,0,6.647307840324671,0.0,0.0
1774200659.262,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.0001192123488533465
1774200659.262,frontend-c87c7b7bc-d596k,0,0.0,0.0,5.9472758748137517e-05
1774200659.262,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0016668081546248488
1774200659.262,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.007447330964912773
1774200674.262,172.18.0.2:2381,0,0.0,0.004750925237895304,0.0
1774200674.262,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200674.262,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200674.262,cluster,0,6.61220634282016,0.0,0.0
1774200674.262,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.00012691529144163145
1774200674.262,frontend-c87c7b7bc-d596k,0,0.0,0.0,8.454283410351765e-05
1774200674.262,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0015831945027363302
1774200674.262,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.00788675016935409
1774200689.262,172.18.0.2:2381,0,0.0,0.004910440073497196,0.0
1774200689.262,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200689.262,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200689.262,cluster,0,6.614983462541344,0.0,0.0
1774200689.262,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.00018891235022705055
1774200689.262,frontend-c87c7b7bc-d596k,0,0.0,0.0,8.013881115228463e-05
1774200689.262,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0016176245204036254
1774200689.262,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.005211000416896964
1774200704.262,172.18.0.2:2381,0,0.0,0.004424025216113086,0.0
1774200704.262,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200704.262,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200704.262,cluster,0,6.492256540379735,0.0,0.0
1774200704.262,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,0.00018854249425673906
1774200704.262,frontend-c87c7b7bc-d596k,0,0.0,0.0,9.010538271940047e-05
1774200704.262,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.001586909740968907
1774200704.262,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.00428021590742013
1774200719.262,172.18.0.2:2381,0,0.0,0.004534849575011064,0.0
1774200719.262,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
