timestamp,entity,label,api_rate,etcd_fsync,pod_cpu
1774200201.903,172.18.0.2:2381,0,0.0,0.005322123999301009,0.0
1774200201.903,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200201.903,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200201.903,cluster,0,6.6254108104328395,0.0,0.0
1774200201.903,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,4.530945622889036e-05
1774200201.903,frontend-c87c7b7bc-d596k,0,0.0,0.0,0.00010230027923730786
1774200201.903,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0018158565910977795
1774200201.903,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.006660115307220151
1774200216.903,172.18.0.2:2381,0,0.0,0.005741468735250688,0.0
1774200216.903,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200216.903,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200216.903,cluster,0,6.625526633218537,0.0,0.0
1774200216.903,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,6.265795931676896e-05
1774200216.903,frontend-c87c7b7bc-d596k,0,0.0,0.0,0.00010556446956585355
1774200216.903,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.0021161495138939342
1774200216.903,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.008541524140788235
1774200231.903,172.18.0.2:2381,0,0.0,0.006287429740218991,0.0
1774200231.903,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200231.903,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
1774200231.903,cluster,0,6.730298580518845,0.0,0.0
1774200231.903,frontend-c87c7b7bc-5rnkh,0,0.0,0.0,7.11141164011202e-05
1774200231.903,frontend-c87c7b7bc-d596k,0,0.0,0.0,0.0001598092215936882
1774200231.903,redis-cache-78d4b8b77c-kttrn,0,0.0,0.0,0.00210146899277015
1774200231.903,workload-generator-57bd46f78-5ssc7,0,0.0,0.0,0.010476883271846671
1774200246.903,172.18.0.2:2381,0,0.0,0.005815303398482605,0.0
1774200246.903,backend-api-66dd6cbcb5-5wdst,0,0.0,0.0,0.0
1774200246.903,backend-api-66dd6cbcb5-rh8v2,0,0.0,0.0,0.0
